NPartida,Clube,Cartao,Punido
1,Flamengo - RJ,Y,253.0
1,Flamengo - RJ,Y,294.0
1,Flamengo - RJ,Y,
2,Botafogo - RJ,Y,129.0
2,Botafogo - RJ,Y,584.0
2,Botafogo - RJ,Y,988.0
2,São Paulo - SP,Y,443.0
2,São Paulo - SP,Y,498.0
3,Palmeiras - SP,Y,509.0
3,Cuiabá Saf - MT,Y,499.0
3,Cuiabá Saf - MT,Y,179.0
3,Cuiabá Saf - MT,Y,709.0
3,Cuiabá Saf - MT,R,282.0
4,Corinthians - SP,Y,257.0
4,Corinthians - SP,Y,258.0
4,Corinthians - SP,Y,
4,Corinthians - SP,Y,924.0
4,Cruzeiro Saf - MG,Y,761.0
4,Cruzeiro Saf - MG,Y,605.0
4,Cruzeiro Saf - MG,Y,606.0
5,Red Bull Bragantino - SP,Y,599.0
5,Red Bull Bragantino - SP,Y,646.0
5,Red Bull Bragantino - SP,Y,425.0
6,Atlético Mineiro - MG,Y,149.0
6,Atlético Mineiro - MG,Y,795.0
6,Atlético Mineiro - MG,Y,335.0
6,Atlético Mineiro - MG,Y,259.0
6,Atlético Mineiro - MG,Y,880.0
6,Atlético Mineiro - MG,Y,803.0
6,Vasco da Gama S.a.f. - RJ,Y,
6,Vasco da Gama S.a.f. - RJ,Y,
6,Vasco da Gama S.a.f. - RJ,Y,
6,Vasco da Gama S.a.f. - RJ,Y,305.0
6,Vasco da Gama S.a.f. - RJ,Y,899.0
7,Grêmio - RS,Y,
7,Grêmio - RS,Y,1030.0
7,Grêmio - RS,Y,
7,Santos - SP,Y,195.0
7,Santos - SP,Y,344.0
7,Santos - SP,Y,1064.0
7,Santos - SP,R,1064.0
8,Athletico Paranaense - PR,Y,799.0
8,Athletico Paranaense - PR,Y,831.0
8,Goiás - GO,Y,89.0
8,Goiás - GO,Y,90.0
8,Goiás - GO,Y,97.0
8,Goiás - GO,Y,98.0
8,Goiás - GO,Y,
8,Goiás - GO,Y,945.0
9,Fortaleza - CE,Y,218.0
9,Fortaleza - CE,Y,341.0
9,Internacional - RS,Y,911.0
10,America Saf - MG,Y,201.0
10,America Saf - MG,Y,395.0
10,America Saf - MG,Y,
10,Fluminense - RJ,Y,1024.0
10,Fluminense - RJ,Y,494.0
11,Fluminense - RJ,Y,687.0
11,Fluminense - RJ,Y,938.0
11,Fluminense - RJ,Y,961.0
11,Athletico Paranaense - PR,Y,228.0
11,Athletico Paranaense - PR,Y,
11,Athletico Paranaense - PR,Y,799.0
12,Vasco da Gama S.a.f. - RJ,Y,630.0
12,Vasco da Gama S.a.f. - RJ,Y,631.0
12,Vasco da Gama S.a.f. - RJ,Y,
12,Vasco da Gama S.a.f. - RJ,Y,305.0
12,Vasco da Gama S.a.f. - RJ,Y,429.0
12,Palmeiras - SP,Y,511.0
12,Palmeiras - SP,Y,320.0
12,Palmeiras - SP,Y,771.0
13,São Paulo - SP,Y,858.0
13,São Paulo - SP,Y,808.0
13,São Paulo - SP,Y,800.0
13,São Paulo - SP,Y,642.0
13,São Paulo - SP,Y,691.0
13,America Saf - MG,Y,201.0
13,America Saf - MG,Y,236.0
13,America Saf - MG,Y,625.0
14,Santos - SP,Y,590.0
14,Santos - SP,Y,195.0
14,Santos - SP,Y,907.0
14,Atlético Mineiro - MG,Y,795.0
14,Atlético Mineiro - MG,Y,394.0
14,Atlético Mineiro - MG,Y,695.0
15,Goiás - GO,Y,623.0
15,Goiás - GO,Y,89.0
15,Goiás - GO,Y,90.0
15,Goiás - GO,Y,97.0
15,Goiás - GO,Y,98.0
15,Goiás - GO,Y,
15,Goiás - GO,Y,526.0
15,Goiás - GO,Y,
15,Corinthians - SP,Y,251.0
15,Corinthians - SP,Y,258.0
16,Cruzeiro Saf - MG,Y,
16,Cruzeiro Saf - MG,Y,328.0
16,Cruzeiro Saf - MG,Y,859.0
16,Cruzeiro Saf - MG,Y,702.0
16,Cruzeiro Saf - MG,R,605.0
16,Cruzeiro Saf - MG,R,606.0
16,Grêmio - RS,Y,1030.0
16,Grêmio - RS,Y,645.0
17,Internacional - RS,Y,756.0
17,Internacional - RS,Y,354.0
17,Internacional - RS,Y,364.0
17,Internacional - RS,Y,1014.0
17,Flamengo - RJ,Y,243.0
18,Fortaleza - CE,Y,218.0
18,Fortaleza - CE,Y,121.0
19,Botafogo - RJ,Y,284.0
19,Botafogo - RJ,Y,584.0
20,Cuiabá Saf - MT,Y,175.0
20,Cuiabá Saf - MT,Y,
20,Cuiabá Saf - MT,Y,697.0
20,Red Bull Bragantino - SP,Y,967.0
20,Red Bull Bragantino - SP,Y,382.0
20,Red Bull Bragantino - SP,Y,646.0
21,Flamengo - RJ,Y,294.0
21,Flamengo - RJ,Y,
21,Flamengo - RJ,Y,172.0
21,Flamengo - RJ,Y,966.0
21,Botafogo - RJ,Y,988.0
21,Botafogo - RJ,Y,284.0
21,Botafogo - RJ,R,852.0
22,Vasco da Gama S.a.f. - RJ,Y,
23,Palmeiras - SP,Y,762.0
23,Palmeiras - SP,Y,
23,Palmeiras - SP,Y,493.0
23,Corinthians - SP,Y,334.0
23,Corinthians - SP,Y,
23,Corinthians - SP,Y,
24,Santos - SP,Y,
24,Santos - SP,Y,195.0
24,Santos - SP,Y,907.0
24,Santos - SP,R,
24,America Saf - MG,Y,30.0
24,America Saf - MG,Y,201.0
24,America Saf - MG,Y,395.0
24,America Saf - MG,Y,236.0
25,Red Bull Bragantino - SP,Y,967.0
25,Red Bull Bragantino - SP,Y,376.0
25,Red Bull Bragantino - SP,R,4.0
25,Cruzeiro Saf - MG,Y,641.0
25,Cruzeiro Saf - MG,Y,859.0
25,Cruzeiro Saf - MG,Y,388.0
26,Atlético Mineiro - MG,Y,238.0
26,Atlético Mineiro - MG,Y,803.0
26,Athletico Paranaense - PR,Y,27.0
26,Athletico Paranaense - PR,R,27.0
27,Internacional - RS,Y,309.0
27,Internacional - RS,Y,133.0
27,Internacional - RS,Y,18.0
27,Internacional - RS,Y,
27,Goiás - GO,R,671.0
28,São Paulo - SP,Y,765.0
29,Fluminense - RJ,Y,
29,Fluminense - RJ,Y,687.0
29,Fluminense - RJ,Y,494.0
30,Cuiabá Saf - MT,Y,179.0
30,Cuiabá Saf - MT,Y,861.0
30,Cuiabá Saf - MT,Y,920.0
30,Cuiabá Saf - MT,Y,923.0
30,Cuiabá Saf - MT,R,419.0
30,Grêmio - RS,Y,95.0
30,Grêmio - RS,Y,
30,Grêmio - RS,Y,1030.0
30,Grêmio - RS,Y,
30,Grêmio - RS,Y,614.0
31,Fluminense - RJ,Y,55.0
31,Fluminense - RJ,Y,272.0
31,Fluminense - RJ,Y,494.0
31,Vasco da Gama S.a.f. - RJ,Y,570.0
31,Vasco da Gama S.a.f. - RJ,Y,621.0
31,Vasco da Gama S.a.f. - RJ,Y,
32,Botafogo - RJ,Y,620.0
32,Botafogo - RJ,Y,622.0
32,Atlético Mineiro - MG,Y,903.0
32,Atlético Mineiro - MG,Y,803.0
32,Atlético Mineiro - MG,Y,931.0
33,São Paulo - SP,Y,684.0
33,São Paulo - SP,Y,312.0
33,São Paulo - SP,Y,1038.0
33,Internacional - RS,Y,911.0
33,Internacional - RS,Y,756.0
33,Internacional - RS,Y,309.0
33,Internacional - RS,Y,638.0
34,Corinthians - SP,Y,258.0
34,Corinthians - SP,Y,
34,Fortaleza - CE,Y,947.0
34,Fortaleza - CE,Y,93.0
35,Goiás - GO,Y,423.0
35,Goiás - GO,Y,89.0
35,Goiás - GO,Y,90.0
35,Goiás - GO,Y,97.0
35,Goiás - GO,Y,98.0
35,Goiás - GO,R,623.0
35,Palmeiras - SP,Y,862.0
35,Palmeiras - SP,Y,223.0
35,Palmeiras - SP,Y,366.0
35,Palmeiras - SP,Y,762.0
35,Palmeiras - SP,Y,493.0
35,Palmeiras - SP,Y,511.0
36,Cruzeiro Saf - MG,Y,1053.0
36,Cruzeiro Saf - MG,Y,605.0
36,Cruzeiro Saf - MG,Y,606.0
36,Cruzeiro Saf - MG,Y,
36,Cruzeiro Saf - MG,Y,
36,Cruzeiro Saf - MG,Y,859.0
36,Santos - SP,Y,632.0
36,Santos - SP,Y,301.0
36,Santos - SP,Y,907.0
37,Grêmio - RS,Y,107.0
37,Grêmio - RS,Y,
37,Grêmio - RS,Y,240.0
37,Grêmio - RS,Y,361.0
37,Grêmio - RS,Y,778.0
37,Grêmio - RS,Y,782.0
37,Red Bull Bragantino - SP,Y,730.0
37,Red Bull Bragantino - SP,Y,1021.0
38,Athletico Paranaense - PR,Y,277.0
38,Athletico Paranaense - PR,Y,228.0
38,Flamengo - RJ,Y,294.0
38,Flamengo - RJ,Y,227.0
39,Bahia - BA,Y,317.0
39,Bahia - BA,Y,287.0
40,America Saf - MG,Y,
40,America Saf - MG,Y,30.0
40,America Saf - MG,Y,700.0
40,America Saf - MG,R,731.0
40,Cuiabá Saf - MT,Y,709.0
40,Cuiabá Saf - MT,Y,
40,Cuiabá Saf - MT,Y,920.0
40,Cuiabá Saf - MT,Y,923.0
40,Cuiabá Saf - MT,Y,19.0
41,Goiás - GO,Y,1007.0
41,Goiás - GO,Y,1008.0
42,Botafogo - RJ,Y,988.0
42,Corinthians - SP,Y,251.0
42,Corinthians - SP,Y,132.0
43,Palmeiras - SP,Y,493.0
43,Palmeiras - SP,Y,511.0
43,Grêmio - RS,Y,307.0
43,Grêmio - RS,Y,748.0
43,Grêmio - RS,Y,107.0
43,Grêmio - RS,Y,1030.0
44,Santos - SP,Y,603.0
44,Santos - SP,Y,632.0
44,Santos - SP,Y,
44,Bahia - BA,Y,785.0
44,Bahia - BA,Y,987.0
44,Bahia - BA,Y,787.0
44,Bahia - BA,Y,
45,Red Bull Bragantino - SP,Y,425.0
45,Red Bull Bragantino - SP,Y,1021.0
45,Red Bull Bragantino - SP,Y,209.0
45,Red Bull Bragantino - SP,Y,206.0
45,Red Bull Bragantino - SP,Y,967.0
45,America Saf - MG,Y,201.0
45,America Saf - MG,Y,236.0
45,America Saf - MG,Y,683.0
46,Cruzeiro Saf - MG,Y,1048.0
46,Fluminense - RJ,Y,249.0
46,Fluminense - RJ,Y,673.0
46,Fluminense - RJ,Y,681.0
46,Fluminense - RJ,Y,961.0
46,Fluminense - RJ,Y,55.0
46,Fluminense - RJ,R,55.0
47,Internacional - RS,Y,405.0
47,Internacional - RS,Y,300.0
47,Athletico Paranaense - PR,Y,78.0
47,Athletico Paranaense - PR,Y,393.0
47,Athletico Paranaense - PR,Y,831.0
47,Athletico Paranaense - PR,Y,1016.0
48,Vasco da Gama S.a.f. - RJ,Y,
49,Fortaleza - CE,Y,336.0
49,Fortaleza - CE,R,218.0
49,São Paulo - SP,Y,312.0
49,São Paulo - SP,Y,858.0
49,São Paulo - SP,Y,38.0
49,São Paulo - SP,R,912.0
50,Cuiabá Saf - MT,Y,697.0
50,Atlético Mineiro - MG,Y,210.0
50,Atlético Mineiro - MG,Y,259.0
51,Fluminense - RJ,Y,332.0
51,Fluminense - RJ,Y,445.0
51,Fluminense - RJ,Y,145.0
51,Cuiabá Saf - MT,Y,1031.0
51,Cuiabá Saf - MT,Y,718.0
51,Cuiabá Saf - MT,Y,175.0
51,Cuiabá Saf - MT,Y,709.0
52,Vasco da Gama S.a.f. - RJ,Y,508.0
52,Vasco da Gama S.a.f. - RJ,Y,899.0
52,Vasco da Gama S.a.f. - RJ,Y,582.0
52,Vasco da Gama S.a.f. - RJ,Y,229.0
52,Santos - SP,Y,
53,Palmeiras - SP,Y,366.0
53,Red Bull Bragantino - SP,Y,148.0
53,Red Bull Bragantino - SP,Y,23.0
53,Red Bull Bragantino - SP,Y,226.0
53,Red Bull Bragantino - SP,Y,646.0
54,Corinthians - SP,Y,257.0
54,Corinthians - SP,Y,132.0
54,São Paulo - SP,Y,115.0
54,São Paulo - SP,Y,642.0
54,São Paulo - SP,Y,684.0
54,São Paulo - SP,Y,626.0
55,Goiás - GO,Y,623.0
55,Goiás - GO,Y,1056.0
55,Goiás - GO,Y,
55,Goiás - GO,Y,1007.0
55,Goiás - GO,Y,1008.0
55,Goiás - GO,Y,
55,Goiás - GO,Y,671.0
55,Botafogo - RJ,Y,278.0
55,Botafogo - RJ,Y,9.0
55,Botafogo - RJ,Y,
56,Atlético Mineiro - MG,Y,441.0
56,Atlético Mineiro - MG,Y,149.0
56,Internacional - RS,Y,789.0
56,Internacional - RS,Y,919.0
56,Internacional - RS,Y,
57,Grêmio - RS,Y,748.0
57,Grêmio - RS,Y,869.0
57,Grêmio - RS,Y,1030.0
57,Fortaleza - CE,Y,
57,Fortaleza - CE,Y,142.0
57,Fortaleza - CE,Y,121.0
57,Fortaleza - CE,Y,628.0
58,Athletico Paranaense - PR,Y,275.0
58,Athletico Paranaense - PR,Y,277.0
58,Athletico Paranaense - PR,Y,1016.0
59,Bahia - BA,Y,1019.0
59,Bahia - BA,Y,2.0
59,Bahia - BA,Y,1058.0
59,Bahia - BA,R,987.0
59,Bahia - BA,R,529.0
59,Flamengo - RJ,Y,
59,Flamengo - RJ,Y,253.0
59,Flamengo - RJ,Y,581.0
59,Flamengo - RJ,Y,329.0
59,Flamengo - RJ,Y,75.0
60,America Saf - MG,Y,886.0
60,America Saf - MG,Y,46.0
61,Corinthians - SP,Y,137.0
61,Corinthians - SP,Y,105.0
62,Botafogo - RJ,Y,129.0
62,Botafogo - RJ,Y,278.0
62,Botafogo - RJ,Y,284.0
62,Botafogo - RJ,Y,988.0
62,Fluminense - RJ,Y,561.0
62,Fluminense - RJ,Y,682.0
63,Vasco da Gama S.a.f. - RJ,Y,429.0
63,Vasco da Gama S.a.f. - RJ,Y,139.0
63,Vasco da Gama S.a.f. - RJ,Y,621.0
63,Vasco da Gama S.a.f. - RJ,Y,
64,Santos - SP,Y,
64,Santos - SP,Y,
64,Santos - SP,Y,195.0
64,Palmeiras - SP,Y,862.0
65,Red Bull Bragantino - SP,Y,148.0
65,Red Bull Bragantino - SP,Y,206.0
65,Red Bull Bragantino - SP,Y,425.0
65,Athletico Paranaense - PR,Y,670.0
65,Athletico Paranaense - PR,Y,13.0
65,Athletico Paranaense - PR,Y,962.0
66,Cruzeiro Saf - MG,Y,328.0
66,Cuiabá Saf - MT,Y,1036.0
66,Cuiabá Saf - MT,Y,281.0
66,Cuiabá Saf - MT,Y,175.0
67,Grêmio - RS,R,1030.0
67,Internacional - RS,Y,354.0
67,Internacional - RS,Y,364.0
68,Atlético Mineiro - MG,Y,335.0
68,Atlético Mineiro - MG,Y,210.0
68,Atlético Mineiro - MG,Y,410.0
68,Atlético Mineiro - MG,Y,394.0
68,Atlético Mineiro - MG,Y,804.0
68,Atlético Mineiro - MG,Y,880.0
68,Atlético Mineiro - MG,R,803.0
69,Bahia - BA,Y,933.0
69,Goiás - GO,Y,24.0
69,Goiás - GO,Y,
69,Goiás - GO,Y,671.0
70,America Saf - MG,Y,875.0
70,America Saf - MG,Y,164.0
70,America Saf - MG,Y,625.0
70,America Saf - MG,Y,683.0
70,Fortaleza - CE,Y,
70,Fortaleza - CE,Y,
71,Flamengo - RJ,Y,75.0
71,Flamengo - RJ,Y,294.0
71,Flamengo - RJ,Y,966.0
71,Flamengo - RJ,Y,325.0
71,Cruzeiro Saf - MG,Y,847.0
71,Cruzeiro Saf - MG,Y,
71,Cruzeiro Saf - MG,Y,1053.0
71,Cruzeiro Saf - MG,Y,737.0
71,Cruzeiro Saf - MG,Y,1048.0
72,Botafogo - RJ,Y,278.0
72,Botafogo - RJ,Y,988.0
72,America Saf - MG,Y,875.0
72,America Saf - MG,Y,395.0
72,America Saf - MG,Y,683.0
73,São Paulo - SP,Y,16.0
73,São Paulo - SP,Y,1038.0
73,Goiás - GO,Y,89.0
73,Goiás - GO,Y,90.0
73,Goiás - GO,Y,97.0
73,Goiás - GO,Y,98.0
73,Goiás - GO,Y,423.0
73,Goiás - GO,Y,
73,Goiás - GO,Y,623.0
74,Corinthians - SP,Y,137.0
74,Corinthians - SP,Y,258.0
74,Corinthians - SP,Y,741.0
74,Corinthians - SP,Y,132.0
74,Fluminense - RJ,Y,272.0
74,Fluminense - RJ,Y,938.0
75,Red Bull Bragantino - SP,Y,376.0
75,Red Bull Bragantino - SP,Y,730.0
75,Santos - SP,Y,
76,Atlético Mineiro - MG,Y,149.0
76,Atlético Mineiro - MG,Y,259.0
76,Atlético Mineiro - MG,Y,
76,Palmeiras - SP,Y,981.0
76,Palmeiras - SP,Y,862.0
76,Palmeiras - SP,Y,320.0
77,Internacional - RS,Y,354.0
77,Internacional - RS,Y,364.0
77,Bahia - BA,Y,237.0
77,Bahia - BA,Y,933.0
78,Athletico Paranaense - PR,Y,964.0
78,Athletico Paranaense - PR,Y,1016.0
78,Grêmio - RS,Y,
78,Grêmio - RS,Y,53.0
78,Grêmio - RS,Y,869.0
78,Grêmio - RS,Y,361.0
79,Fortaleza - CE,Y,478.0
79,Fortaleza - CE,Y,336.0
79,Fortaleza - CE,Y,383.0
79,Vasco da Gama S.a.f. - RJ,Y,674.0
80,Cuiabá Saf - MT,Y,861.0
80,Cuiabá Saf - MT,Y,19.0
80,Cuiabá Saf - MT,Y,419.0
81,Fluminense - RJ,Y,272.0
81,Fluminense - RJ,Y,810.0
81,Fluminense - RJ,Y,938.0
81,Fluminense - RJ,Y,1003.0
81,Fluminense - RJ,Y,682.0
81,Red Bull Bragantino - SP,Y,594.0
81,Red Bull Bragantino - SP,Y,730.0
82,Vasco da Gama S.a.f. - RJ,Y,674.0
82,Vasco da Gama S.a.f. - RJ,Y,28.0
83,Palmeiras - SP,Y,447.0
83,Palmeiras - SP,Y,366.0
83,Palmeiras - SP,Y,591.0
83,Palmeiras - SP,Y,511.0
84,Santos - SP,Y,907.0
84,Santos - SP,Y,492.0
84,Internacional - RS,Y,789.0
84,Internacional - RS,Y,18.0
84,Internacional - RS,Y,435.0
84,Internacional - RS,Y,458.0
85,Goiás - GO,Y,671.0
85,Goiás - GO,Y,343.0
85,Cuiabá Saf - MT,Y,718.0
85,Cuiabá Saf - MT,Y,697.0
85,Cuiabá Saf - MT,Y,861.0
86,Cruzeiro Saf - MG,Y,641.0
86,Cruzeiro Saf - MG,Y,388.0
86,Cruzeiro Saf - MG,Y,737.0
86,Cruzeiro Saf - MG,Y,
86,Atlético Mineiro - MG,Y,238.0
86,Atlético Mineiro - MG,Y,795.0
86,Atlético Mineiro - MG,Y,335.0
86,Atlético Mineiro - MG,Y,394.0
86,Atlético Mineiro - MG,Y,880.0
87,Grêmio - RS,Y,869.0
87,Grêmio - RS,Y,614.0
87,São Paulo - SP,Y,16.0
88,Athletico Paranaense - PR,Y,831.0
88,Athletico Paranaense - PR,Y,
88,Athletico Paranaense - PR,Y,27.0
88,Botafogo - RJ,Y,
88,Botafogo - RJ,Y,852.0
89,Fortaleza - CE,Y,1004.0
89,Fortaleza - CE,Y,142.0
89,Bahia - BA,Y,237.0
89,Bahia - BA,Y,785.0
89,Bahia - BA,Y,787.0
90,America Saf - MG,Y,5.0
91,Grêmio - RS,Y,645.0
91,Grêmio - RS,Y,1030.0
91,Grêmio - RS,Y,107.0
92,Botafogo - RJ,Y,284.0
92,Botafogo - RJ,Y,852.0
92,Botafogo - RJ,Y,129.0
92,Fortaleza - CE,Y,963.0
92,Fortaleza - CE,Y,112.0
92,Fortaleza - CE,Y,518.0
93,São Paulo - SP,Y,910.0
93,São Paulo - SP,Y,169.0
93,São Paulo - SP,R,800.0
93,Palmeiras - SP,Y,72.0
94,Corinthians - SP,Y,760.0
94,Corinthians - SP,Y,927.0
94,Cuiabá Saf - MT,Y,281.0
94,Cuiabá Saf - MT,Y,175.0
94,Cuiabá Saf - MT,Y,179.0
95,Goiás - GO,Y,1056.0
95,Goiás - GO,Y,343.0
95,Goiás - GO,Y,
95,Fluminense - RJ,Y,249.0
95,Fluminense - RJ,Y,324.0
95,Fluminense - RJ,Y,168.0
96,Atlético Mineiro - MG,Y,695.0
96,Atlético Mineiro - MG,Y,803.0
96,Red Bull Bragantino - SP,Y,148.0
96,Red Bull Bragantino - SP,Y,578.0
96,Red Bull Bragantino - SP,Y,619.0
97,Internacional - RS,Y,726.0
97,Internacional - RS,Y,911.0
97,Vasco da Gama S.a.f. - RJ,Y,630.0
97,Vasco da Gama S.a.f. - RJ,Y,631.0
97,Vasco da Gama S.a.f. - RJ,Y,429.0
97,Vasco da Gama S.a.f. - RJ,Y,899.0
98,Santos - SP,R,344.0
99,Bahia - BA,Y,
99,Bahia - BA,Y,933.0
99,Bahia - BA,Y,529.0
99,Bahia - BA,Y,987.0
99,Cruzeiro Saf - MG,Y,
100,America Saf - MG,Y,46.0
100,America Saf - MG,Y,683.0
100,Athletico Paranaense - PR,Y,78.0
100,Athletico Paranaense - PR,Y,1022.0
100,Athletico Paranaense - PR,Y,228.0
100,Athletico Paranaense - PR,Y,13.0
101,Fluminense - RJ,Y,55.0
101,Fluminense - RJ,Y,494.0
101,Atlético Mineiro - MG,Y,335.0
101,Atlético Mineiro - MG,Y,339.0
101,Atlético Mineiro - MG,Y,903.0
101,Atlético Mineiro - MG,Y,394.0
102,Vasco da Gama S.a.f. - RJ,Y,708.0
102,Vasco da Gama S.a.f. - RJ,Y,
102,Goiás - GO,Y,662.0
102,Goiás - GO,Y,242.0
102,Goiás - GO,Y,1056.0
103,São Paulo - SP,Y,115.0
103,São Paulo - SP,Y,312.0
103,São Paulo - SP,Y,498.0
103,Athletico Paranaense - PR,Y,964.0
103,Athletico Paranaense - PR,Y,27.0
104,Santos - SP,Y,195.0
104,Santos - SP,Y,907.0
104,Corinthians - SP,Y,257.0
104,Corinthians - SP,Y,350.0
