NPartida,Time,Apelido,Cartao
256,Atlético Mineiro - MG,Muricio Lemos,Y
256,Coritiba S.a.f. - PR,Robson,Y
256,Coritiba S.a.f. - PR,Henrique,Y
257,Internacional - RS,Nicolas Hernandez,Y
257,Internacional - RS,Valencia,Y
257,Internacional - RS,Gabriel Mercado,Y
257,Internacional - RS,Joao Lucas,Y
257,Internacional - RS,Igor Gomes,Y
257,Internacional - RS,Rene,Y
257,Grêmio - RS,Ferreira,Y
257,Grêmio - RS,Kannemann,Y
257,Grêmio - RS,Villasanti,Y
257,Grêmio - RS,Geromel,Y
258,Athletico Paranaense - PR,Fernandinho,Y
258,Athletico Paranaense - PR,Canobbio,Y
258,Red Bull Bragantino - SP,Aderlan,Y
258,Red Bull Bragantino - SP,Raul,Y
258,Red Bull Bragantino - SP,J. Capixaba,Y
258,Red Bull Bragantino - SP,Helinho,Y
259,Fortaleza - CE,Britez,Y
259,Fortaleza - CE,Machuca,Y
259,America Saf - MG,Ricardo Silva,Y
260,Cruzeiro Saf - MG,Filipe Machado,Y
260,Cruzeiro Saf - MG,Lucas Oliveira,Y
260,Cruzeiro Saf - MG,Arthur Gomes,Y
261,Fluminense - RJ,German Cano,Y
261,Fluminense - RJ,Marcelo,Y
261,Fluminense - RJ,Lima,Y
261,Fluminense - RJ,Felipe Melo,R
261,Corinthians - SP,Maycon,Y
261,Corinthians - SP,Pedrinho,Y
261,Corinthians - SP,Yuri Alberto,Y
262,Vasco da Gama S.a.f. - RJ,Marlon Gomes,Y
262,Vasco da Gama S.a.f. - RJ,Gabriel Pec,Y
262,Vasco da Gama S.a.f. - RJ,Mateus Carvalho,Y
262,Fortaleza - CE,Yago,Y
262,Fortaleza - CE,Escobar,Y
263,Palmeiras - SP,Endrick,Y
263,Palmeiras - SP,Gustavo Gomez,Y
263,Palmeiras - SP,Jhon Jhon,Y
263,Palmeiras - SP,Rony,Y
263,Palmeiras - SP,Fabinho,Y
263,Palmeiras - SP,Kevin,Y
263,Atlético Mineiro - MG,Zaracho,Y
263,Atlético Mineiro - MG,Rubens,Y
263,Atlético Mineiro - MG,Alan Franco,Y
264,Santos - SP,Joao Paulo,Y
264,Santos - SP,Jean,Y
264,Santos - SP,Nonato,Y
264,Santos - SP,Dodi,Y
264,Red Bull Bragantino - SP,Luan Patrick,Y
265,Goiás - GO,Sidimar,Y
265,Goiás - GO,Matheus Babi,Y
265,Goiás - GO,Allano,Y
265,Goiás - GO,Willian Oliveira,Y
265,São Paulo - SP,Caio Paulista,Y
265,São Paulo - SP,Rafinha,Y
265,São Paulo - SP,Pablo,Y
266,Cruzeiro Saf - MG,Palacios,Y
266,Cruzeiro Saf - MG,Marlon,Y
266,Cruzeiro Saf - MG,Wesley Ribeiro Silva,Y
266,Flamengo - RJ,ROSSI,Y
266,Flamengo - RJ,Thiago Maia,Y
267,Grêmio - RS,Suarez,Y
267,Grêmio - RS,Reinaldo,Y
267,Grêmio - RS,Reinaldo,R
267,Athletico Paranaense - PR,Lucas Esquivel,Y
267,Athletico Paranaense - PR,Alex Santana,Y
267,Athletico Paranaense - PR,Cuello,Y
267,Athletico Paranaense - PR,Kaique,Y
267,Athletico Paranaense - PR,Canobbio,Y
267,Athletico Paranaense - PR,Thiago Heleno,Y
268,Cuiabá Saf - MT,ALAN,Y
268,Cuiabá Saf - MT,Raniele,Y
269,Bahia - BA,Rezende,Y
269,Internacional - RS,Vitão,Y
269,Internacional - RS,Lucca,R
270,America Saf - MG,Ale,Y
270,Botafogo - RJ,Junior,Y
271,Flamengo - RJ,Fabricio Bruno,Y
271,Vasco da Gama S.a.f. - RJ,Paulo Henrique,Y
271,Vasco da Gama S.a.f. - RJ,Paulinho,Y
272,Botafogo - RJ,Carlos,Y
272,Botafogo - RJ,Joao Victor,Y
272,Athletico Paranaense - PR,Kaique,Y
273,São Paulo - SP,Pablo,Y
273,Grêmio - RS,Josue,Y
273,Grêmio - RS,Suarez,Y
273,Grêmio - RS,Kannemann,Y
274,Corinthians - SP,Fagner,Y
274,Corinthians - SP,Wesley,Y
274,America Saf - MG,Ricardo Silva,Y
274,America Saf - MG,Wellington Paulista,Y
275,Red Bull Bragantino - SP,Vitinho,Y
275,Red Bull Bragantino - SP,Evangelista,Y
275,Red Bull Bragantino - SP,Matheus Fernandes,Y
275,Fluminense - RJ,Jhon Arias,Y
275,Fluminense - RJ,Samuel Xavier,Y
276,Atlético Mineiro - MG,Bruno Fuchs,Y
276,Atlético Mineiro - MG,Zaracho,Y
276,Atlético Mineiro - MG,Muricio Lemos,Y
276,Cruzeiro Saf - MG,Matheus,Y
276,Cruzeiro Saf - MG,Neris,Y
276,Cruzeiro Saf - MG,Rafael Papagaio,Y
277,Internacional - RS,Rene,Y
277,Santos - SP,Nonato,Y
278,Coritiba S.a.f. - PR,Natanael Milouski,Y
278,Palmeiras - SP,Richard Rios,Y
279,Bahia - BA,Thaciano,Y
279,Bahia - BA,Cauly,Y
279,Bahia - BA,Raul Gustavo,Y
279,Bahia - BA,Camilo Cándido,Y
279,Bahia - BA,Yago Felipe,Y
279,Fortaleza - CE,Bruno Pacheco,Y
279,Fortaleza - CE,Britez,Y
279,Fortaleza - CE,Lucas,Y
280,Cuiabá Saf - MT,RIKELME,Y
280,Goiás - GO,Tadeu,Y
280,Goiás - GO,Morelli,Y
280,Goiás - GO,Raphael Guzzo,Y
281,Fluminense - RJ,Marlon Santos,Y
281,Fluminense - RJ,German Cano,Y
281,Fluminense - RJ,André,Y
281,Fluminense - RJ,PH GANSO,Y
281,Goiás - GO,Julian,Y
281,Goiás - GO,Guilherme,Y
282,Vasco da Gama S.a.f. - RJ,Zé Gabriel,Y
282,Vasco da Gama S.a.f. - RJ,Paulinho,R
282,Vasco da Gama S.a.f. - RJ,Erick Marcus,R
282,Internacional - RS,Rochet,Y
282,Internacional - RS,Carlos de Pena,Y
282,Internacional - RS,Gabriel Mercado,Y
282,Internacional - RS,WANDERSON,Y
283,Palmeiras - SP,Endrick,Y
283,Palmeiras - SP,Ze Rafael,Y
283,Palmeiras - SP,Raphael Veiga,Y
283,São Paulo - SP,Beraldo,Y
283,São Paulo - SP,Wellington Rato,Y
283,São Paulo - SP,Rafinha,R
284,Santos - SP,Joaquim,Y
284,Santos - SP,Julio Furch,Y
284,Coritiba S.a.f. - PR,Matheus,Y
284,Coritiba S.a.f. - PR,Robson,Y
284,Coritiba S.a.f. - PR,Fransergio,Y
284,Coritiba S.a.f. - PR,Willian Farias,R
285,Red Bull Bragantino - SP,Léo Ortiz,Y
285,Red Bull Bragantino - SP,Aderlan,Y
285,Atlético Mineiro - MG,Everson,Y
285,Atlético Mineiro - MG,Pavon,Y
285,Atlético Mineiro - MG,Otavio,Y
285,Atlético Mineiro - MG,Renzo Saravia,Y
286,Cruzeiro Saf - MG,Lucas Silva,Y
286,Cruzeiro Saf - MG,Filipe Machado,Y
286,Bahia - BA,Cauly,Y
286,Bahia - BA,Camilo Cándido,Y
287,Grêmio - RS,Kannemann,Y
287,Grêmio - RS,Ferreira,Y
287,Grêmio - RS,Geromel,Y
287,Flamengo - RJ,Leo Pereira,Y
287,Flamengo - RJ,Luiz,Y
287,Flamengo - RJ,Erick Pulgar,Y
287,Flamengo - RJ,Éverton Ribeiro,Y
288,America Saf - MG,Nicolas,Y
290,Cuiabá Saf - MT,Fernando,Y
290,Corinthians - SP,Fabio Santos,Y
290,Corinthians - SP,Bruno Mendez,Y
290,Corinthians - SP,Gil,Y
