NPartida,Nome,Funcao
111,Alex Gomes Stefano,Quarto Árbitro
111,Jose Antonio Chaves Franco Filho,Assessor
111,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
111,Andre da Silva Bitencourt,AVAR
111,Luiz Flavio de Oliveira,Assistente de Árbitro de Vídeo 2
111,Ricardo Marques Ribeiro,Observador de VAR
112,Rafael Rodrigo Klein,Árbitro
112,Nailton Junior de Sousa Oliveira (FIFA),Árbitro Assistente 1
112,Maira Mastella Moreira,Árbitro Assistente 2
112,Grazianni Maciel Rocha,Quarto Árbitro
112,Sergio Cristiano Nascimento,Assessor
112,Thiago Duarte Peixoto,Árbitro de Vídeo
112,Fabricio Porfirio de Moura,AVAR
112,Thayslane de Melo Costa (FIFA),Assistente de Árbitro de Vídeo 2
112,Giulliano Bozzano,Observador de VAR
113,Anderson Daronco (FIFA),Árbitro
113,Rafael da Silva Alves (FIFA),Árbitro Assistente 1
113,Kleber Lucio Gil,Árbitro Assistente 2
113,Douglas Marques das Flores,Quarto Árbitro
113,Marcio Eustaquio Sousa Santiago,Assessor
113,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
113,Johnny Barros de Oliveira,AVAR
113,Andre Luiz de Freitas Castro,Assistente de Árbitro de Vídeo 2
113,Alicio Pena Junior,Observador de VAR
114,Wilton Pereira Sampaio (FIFA),Árbitro
114,Guilherme Dias Camilo (FIFA),Árbitro Assistente 1
114,Leone Carvalho Rocha,Árbitro Assistente 2
114,Ilbert Estevam da Silva,Quarto Árbitro
114,Jose Mocellin,Assessor
114,Rodolpho Toski Marques (VAR-FIFA),Árbitro de Vídeo
114,Frederico Soares Vilarinho,AVAR
114,Elmo Alves Resende Cunha,Assistente de Árbitro de Vídeo 2
114,Marcos Andre Gomes da Penha,Observador de VAR
